date,mode,scenario,model_arm,days,initial_soc_kwh,terminal_soc_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,final_relative_cost_yuan,sequential_cost_yuan,emergency_kwh,unused_surplus_kwh
2025-02-23,q3,S2,joint_empirical,1,6019.744826249999,6011.605931249999,49163.73086999321,-640.5929819396395,10266.466704319439,58789.60459237299,58849.1721375177,2505.446677777777,4498.078520833337
2025-02-24,q3,S2,joint_empirical,1,6011.605931249999,6023.968702499999,48127.20478148942,76.721001067222,6796.811100411119,55000.73688296776,55267.92801772141,1481.3474736111125,6439.044606447192
2025-02-25,q3,S2,joint_empirical,1,6023.968702499999,6023.968702499999,49468.81907271882,-1942.30162946332,7393.924087927779,54920.44153118327,54963.49239997141,1750.856129166667,6488.493151388891
2025-02-26,q3,S2,joint_empirical,1,6023.968702499999,6025.073628749999,44539.85997428075,1476.6598766582954,8888.904838182634,54905.424689121704,54909.774678404625,2092.8827069444433,3710.461559722222
2025-02-27,q3,S2,joint_empirical,1,6025.073628749999,6007.41632625,46168.30703063531,-27.99656416181496,7613.689373515637,53753.999839989134,53908.626304676494,1678.1011286274008,5332.947172427976
2025-02-28,q3,S2,joint_empirical,1,6007.41632625,6018.655394999999,17839.401651673976,111.09886451104082,6320.404484072684,24270.905000257702,24287.411114677838,1488.2291262345677,9157.202656125002
2025-03-01,q3,S2,joint_empirical,1,6018.655394999999,6014.81421375,20101.519090850325,-335.5818090769814,2915.0077831895883,22680.94506496294,22689.748368272936,802.0275750000028,11863.652028497945
2025-03-02,q3,S2,joint_empirical,1,6014.81421375,6013.3317074999995,51154.921241059805,1129.9249187221385,4134.986234295827,56419.83239407779,56429.72735686502,919.3202472222212,7434.676569838822
2025-03-03,q3,S2,joint_empirical,1,6013.3317074999995,6030.124338749999,53131.0786757885,-756.5243850183917,4406.1834664548705,56780.737757225004,57206.19971292333,1044.3943805555573,6279.549351388888
2025-03-04,q3,S2,joint_empirical,1,6030.124338749999,6015.733882499999,47020.809167296306,977.2195571030644,6361.124224445826,54359.1529488452,54359.1529488452,1615.1246833333314,5371.689866666671
2025-03-05,q3,S2,joint_empirical,1,6015.733882499999,6024.782872500001,49527.6785562323,-1348.0321071992357,4215.5893616901785,52395.23581072325,52512.490373326356,1001.865877829219,7137.751081166667
2025-03-06,q3,S2,joint_empirical,1,6024.782872500001,6000.0,46458.17442034437,-55.261199702727104,4131.280176960411,50534.19339760205,50723.86753023961,960.7664472222208,6294.590836967251
2025-03-07,q3,S2,joint_empirical,1,6000.0,6023.45604375,18432.45920314242,-341.42693387136546,2357.8808794444462,20448.913148715503,20448.913148715503,625.2562000000005,10716.829868072697
2025-03-08,q3,S2,joint_empirical,1,6023.45604375,6023.4560437499995,17150.458085703158,15.70714395673777,3277.8073759335985,20443.972605593495,20443.972605593495,769.521667969821,11482.747596965013
2025-03-09,q3,S2,joint_empirical,1,6023.4560437499995,6022.639927499999,48411.604926286855,-1766.7476784885514,4667.069220322854,51311.926468121164,52548.207149464346,1159.3433760973942,6480.329548611115
2025-03-10,q3,S2,joint_empirical,1,6022.639927499999,6022.6399275,45971.58553413445,410.2158824211385,7350.805090292935,53732.60650684853,53890.62990793293,1765.9368073611154,5422.256812037043
2025-03-11,q3,S2,joint_empirical,1,6022.6399275,6022.841321250001,41087.27716509364,3812.2754920723405,7076.4365017847185,51975.98915895069,53474.68643536072,1618.8823374999993,5484.145168930567
2025-03-12,q3,S2,joint_empirical,1,6022.841321250001,6024.09833625,47250.50644064542,-1606.5597904314031,4671.8790317604125,50315.82568197442,51651.90672225957,1140.6346291666653,6751.58333055556
2025-03-13,q3,S2,joint_empirical,1,6024.09833625,6021.156344999999,47316.158192805866,7.016510602242347,5770.142352297908,53093.31705570601,53285.106620389975,1298.5248805555525,6627.645146388893
2025-03-14,q3,S2,joint_empirical,1,6021.156344999999,6000.0,16627.523018009408,153.06390050479087,3939.9036697583415,20720.49058827254,20747.88992459968,891.9228250000019,14162.123872788068
2025-03-15,q3,S2,joint_empirical,1,6000.0,6020.07876,16574.784251064528,135.90309316437128,4970.7611786507,21681.448522879607,22005.97371325659,1188.8627263888902,9324.63134533608
2025-03-16,q3,S2,joint_empirical,1,6020.07876,6030.81116625,44800.749475814126,-131.19050591216862,5889.073731047919,50558.6327009499,50737.54134428817,1278.9967402777784,6099.187320166671
2025-03-17,q3,S2,joint_empirical,1,6030.81116625,6015.440655,41096.214602323984,-638.1659224932214,8738.803949865278,49196.852629696026,49628.55784529881,1890.4330499999999,5313.429676444448
2025-03-18,q3,S2,joint_empirical,1,6015.440655,6011.9129775,47593.284876097285,-1927.3412301086532,3857.5209797201337,49523.46462570877,49628.26924282557,880.9460624999991,7321.590370833343
2025-03-19,q3,S2,joint_empirical,1,6011.9129775,6011.82202875,39213.583118671035,2174.625519983674,9935.478728984719,51323.687367639446,52538.04787393338,2210.050919444442,5526.202570833331
2025-03-20,q3,S2,joint_empirical,1,6011.82202875,6011.81640375,44318.9436517826,-1436.5202352375422,9889.46897924376,52771.8923957888,53650.73832216452,2358.326431944445,4190.7363597222275
2025-03-21,q3,S2,joint_empirical,1,6011.81640375,6000.0,15732.917094654173,0.0,4734.01319151528,20466.930286169445,20576.440181367223,1166.9451986111105,16418.82232539506
2025-03-22,q3,S2,joint_empirical,1,6000.0,6023.475975,16493.926817250413,-50.984204682986,3132.1756509152733,19575.118263482706,19578.84664524451,838.5335527777765,13420.379367318237
